"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","playerid"
"Mike Trout","Angels","159","682","542","163","31","4","48","125","116","123","141","15","6",".301",".438",".635","1.073",".434","10155"
"Christian Yelich","Brewers","154","671","577","178","33","3","38","110","108","84","136","18","6",".309",".401",".575",".976",".402","11477"
"Juan Soto","Nationals","156","680","568","167","34","4","35","107","107","104","127","9","3",".295",".403",".551",".954",".395","20123"
"Cody Bellinger","Dodgers","152","673","577","167","35","4","43","111","117","86","129","14","4",".290",".383",".587",".969",".392","15998"
"Alex Bregman","Astros","152","664","557","161","35","3","35","108","100","92","85","7","2",".288",".394",".550",".944",".392","17678"
"Nolan Arenado","Rockies","157","683","605","182","37","3","43","103","123","66","100","3","1",".300",".368",".585",".953",".387","9777"
"J.D. Martinez","Red Sox","152","655","576","171","34","2","39","101","109","69","149","2","1",".298",".374",".566",".940",".385","6184"
"Freddie Freeman","Braves","156","678","582","173","37","3","32","101","103","82","126","9","3",".297",".389",".536",".924",".382","5361"
"Bryce Harper","Phillies","154","668","552","147","30","2","37","101","103","105","161","11","4",".266",".386",".528",".914",".378","11579"
"Mookie Betts","Dodgers","154","680","588","173","38","4","30","108","96","82","90","19","5",".294",".382",".524",".907",".377","13611"
"Aaron Judge","Yankees","149","642","537","140","25","2","38","101","95","94","198","5","2",".260",".376",".525",".901",".375","15640"
"Trevor Story","Rockies","154","669","600","170","40","6","37","108","105","57","176","21","5",".283",".350",".553",".903",".372","12564"
"Yordan Alvarez","Astros","138","600","519","145","30","2","34","90","99","72","151","3","1",".279",".368",".540",".908",".372","19556"
"Ronald Acuna Jr.","Braves","154","671","591","169","31","4","35","110","98","67","166","31","7",".286",".364",".530",".894",".371","18401"
"Anthony Rendon","Angels","154","661","571","163","36","2","30","94","93","75","95","3","1",".286",".373",".517",".889",".370","12861"
"Charlie Blackmon","Rockies","143","619","557","166","31","6","28","93","92","48","108","9","3",".298",".361",".525",".886",".369","7859"
"Kris Bryant","Cubs","151","659","562","153","32","3","31","95","93","78","148","5","2",".273",".374",".504",".878",".369","15429"
"George Springer","Astros","149","649","561","154","25","2","34","102","96","75","134","6","3",".275",".368",".510",".878",".369","12856"
"Anthony Rizzo","Cubs","156","681","574","160","32","3","28","95","92","79","94","6","2",".279",".383",".490",".874",".368","3473"
"Giancarlo Stanton","Yankees","136","586","510","132","22","1","40","89","96","66","171","2","1",".259",".349",".542",".891",".367","4949"
"Eugenio Suarez","Reds","151","654","569","151","25","2","41","97","106","71","168","3","1",".265",".353",".534",".886",".366","12552"
"Justin Turner","Dodgers","139","616","537","156","33","2","25","88","87","59","94","2","1",".290",".373",".497",".870",".366","5235"
"Jose Altuve","Astros","152","664","595","182","33","3","26","102","90","55","97","16","5",".306",".369",".501",".870",".365","5417"
"Josh Donaldson","Twins","147","637","535","139","29","2","31","96","88","91","140","4","1",".259",".371",".495",".867",".365","5038"
"Joey Gallo","Rangers","149","631","531","121","24","2","48","96","109","89","229","6","2",".227",".343",".549",".892",".365","14128"
"Max Muncy","Dodgers","136","602","505","128","24","2","34","91","92","85","149","3","1",".253",".366",".506",".871",".364","13301"
"Paul Goldschmidt","Cardinals","157","680","580","158","29","2","33","95","98","88","159","8","2",".272",".371",".497",".868",".363","9218"
"Jose Ramirez","Indians","152","656","577","161","37","4","32","99","96","68","81","23","6",".279",".357",".522",".879",".363","13510"
"Peter Alonso","Mets","154","665","580","148","28","1","43","95","108","65","173","2","1",".255",".343",".530",".873",".360","19251"
"Xander Bogaerts","Red Sox","154","662","588","171","36","2","27","95","90","63","117","6","2",".290",".361",".497",".858",".359","12161"
"Nelson Cruz","Twins","144","623","555","149","28","1","38","90","102","53","149","1","0",".268",".339",".529",".869",".358","2434"
"Rafael Devers","Red Sox","149","641","583","168","41","3","30","93","94","50","119","7","3",".288",".346",".520",".865",".357","17350"
"Joc Pederson","Dodgers","100","444","384","96","19","1","26","67","70","50","94","3","1",".250",".345",".513",".858",".356","11899"
"Josh Bell","Pirates","154","660","572","156","32","3","29","88","98","79","122","3","1",".273",".362",".494",".856",".356","13145"
"Jorge Soler","Royals","151","634","552","142","29","1","36","88","97","69","169","2","1",".257",".346",".509",".855",".356","14221"
"Vladimir Guerrero Jr.","Blue Jays","143","604","535","156","30","2","22","81","77","58","88","3","1",".292",".365",".481",".846",".355","19611"
"Andrew McCutchen","Phillies","131","569","485","128","25","2","24","81","74","73","121","9","3",".264",".366",".473",".839",".355","9847"
"Michael Conforto","Mets","139","602","515","134","27","2","30","83","84","74","140","4","2",".259",".359",".491",".850",".355","16376"
"Tommy Pham","Padres","146","631","544","152","27","4","21","90","75","75","127","19","5",".279",".372",".463",".834",".355","2967"
"Carlos Correa","Astros","149","649","571","155","31","2","32","95","95","69","147","3","1",".272",".352",".498",".850",".355","14162"
"Francisco Lindor","Indians","154","663","595","169","34","3","32","94","98","55","97","16","6",".283",".346",".510",".855",".353","12916"
"Rhys Hoskins","Phillies","151","654","550","133","29","2","34","90","95","88","151","3","1",".242",".354",".486",".840",".352","16472"
"Ketel Marte","Diamondbacks","156","672","607","178","35","6","23","94","89","56","91","9","3",".293",".354",".488",".841",".352","13613"
"Marcell Ozuna","Braves","147","643","578","160","28","2","33","90","97","57","127","5","2",".277",".344",".502",".845",".352","10324"
"Manny Machado","Padres","157","680","606","166","30","2","36","89","106","64","112","8","2",".274",".344",".506",".849",".351","11493"
"Kyle Schwarber","Cubs","138","603","516","128","24","2","34","83","93","76","157","3","2",".248",".349",".499",".848",".351","16478"
"Gleyber Torres","Yankees","152","656","589","162","29","2","34","92","93","56","147","7","3",".275",".341",".502",".842",".350","16997"
"Austin Meadows","Rays","138","586","525","144","32","4","27","81","80","50","121","13","4",".273",".341",".503",".844",".350","15672"
"Nicholas Castellanos","Reds","139","605","551","155","38","4","26","82","86","44","136","3","1",".281",".337",".503",".840",".349","11737"
"Fernando Tatis Jr.","Padres","149","645","580","157","30","5","30","94","89","55","182","21","6",".271",".339",".497",".836",".348","19709"
"Gary Sanchez","Yankees","115","455","401","99","17","0","29","64","71","43","117","1","0",".246",".328",".510",".838",".347","11442"
"David Dahl","Rockies","134","584","533","150","34","6","24","84","82","42","144","10","3",".281",".336",".499",".835",".347","13744"
"Matt Olson","Athletics","152","647","563","138","31","1","37","87","96","71","167","1","0",".245",".336",".501",".837",".347","14344"
"Yasmani Grandal","White Sox","136","536","452","108","19","1","27","74","72","76","125","2","1",".240",".351",".467",".819",".346","11368"
"Joey Votto","Reds","151","654","546","146","30","2","17","85","70","97","120","4","1",".266",".381",".421",".801",".346","4314"
"Corey Seager","Dodgers","141","623","559","157","38","2","23","84","87","55","114","1","1",".281",".348",".478",".826",".346","13624"
"Eloy Jimenez","White Sox","141","600","553","154","30","2","30","80","89","39","140","1","1",".279",".329",".504",".834",".345","17484"
"Edwin Encarnacion","White Sox","130","552","481","117","20","1","33","75","82","60","118","2","0",".243",".333",".494",".827",".345","2151"
"Jesse Winker","Reds","112","405","351","96","19","1","13","53","49","46","64","2","1",".275",".365",".447",".812",".345","13590"
"Shohei Ohtani","Angels","128","550","498","136","30","3","25","78","76","44","125","9","3",".273",".334",".496",".830",".345","19755"
"Mitch Garver","Twins","97","384","338","86","19","1","19","54","55","39","93","0","0",".254",".336",".487",".823",".345","15161"
"Matt Chapman","Athletics","156","661","579","142","33","4","34","91","89","69","158","2","1",".246",".333",".492",".825",".344","16505"
"Carlos Santana","Indians","154","663","556","138","27","2","28","87","88","98","102","3","1",".248",".362",".453",".815",".344","2396"
"Max Kepler","Twins","144","623","547","140","32","4","28","87","84","65","103","5","2",".256",".339",".484",".822",".344","12144"
"Miguel Sano","Twins","139","602","521","122","25","1","36","87","95","72","213","1","0",".235",".331",".495",".826",".344","12164"
"Mike Moustakas","Reds","146","633","568","146","28","1","37","84","98","54","108","2","1",".258",".327",".506",".833",".344","4892"
"Starling Marte","Diamondbacks","149","644","590","172","31","6","22","96","77","34","113","30","7",".291",".343",".474",".816",".343","9241"
"Jeff McNeil","Mets","147","637","574","165","33","4","20","83","77","43","88","8","3",".287",".349",".463",".813",".343","15362"
"Yasiel Puig","","112","483","434","116","22","3","23","69","65","40","99","12","4",".268",".335",".485",".820",".343","14225"
"Ozzie Albies","Braves","154","671","610","174","38","6","23","93","88","49","109","16","4",".285",".341",".480",".821",".343","16556"
"Howie Kendrick","Nationals","94","289","265","78","15","1","10","38","40","20","47","3","1",".293",".346",".468",".814",".342","4229"
"Jose Abreu","White Sox","149","635","578","161","31","2","28","83","88","38","129","2","1",".279",".336",".486",".822",".342","15676"
"Adam Eaton","Nationals","143","623","540","153","28","6","13","84","62","61","101","12","3",".283",".368",".425",".793",".342","11205"
"J.T. Realmuto","Phillies","139","554","503","139","28","3","24","75","77","39","111","7","2",".276",".334",".484",".818",".342","11739"
"Eric Thames","Nationals","112","460","401","96","21","2","25","63","73","50","136","5","1",".240",".332",".490",".823",".341","3711"
"Daniel Murphy","Rockies","130","563","514","149","36","3","17","71","77","39","78","2","1",".291",".342",".474",".816",".340","4316"
"Trey Mancini","Orioles","154","641","579","157","28","2","28","83","82","52","145","1","0",".272",".337",".474",".811",".340","15149"
"Yoan Moncada","White Sox","151","641","571","152","30","4","26","90","79","60","183","14","4",".266",".339",".471",".811",".340","17232"
"Mark Canha","Athletics","141","599","519","128","27","2","27","80","74","61","136","3","1",".248",".342",".464",".805",".340","11445"
"Trea Turner","Nationals","152","666","605","172","32","6","21","100","79","52","129","39","8",".285",".344",".462",".806",".340","16252"
"Michael Brantley","Astros","141","614","552","160","34","2","17","82","77","52","69","6","2",".289",".352",".450",".802",".339","4106"
"Luke Voit","Yankees","105","454","395","101","18","1","19","60","57","49","115","0","0",".256",".346",".452",".798",".339","14811"
"Yoenis Cespedes","Mets","60","199","180","46","8","1","11","27","30","16","47","1","0",".255",".320",".500",".820",".338","13110"
"Willson Contreras","Cubs","105","421","371","97","19","2","17","56","54","40","100","3","1",".261",".342",".458",".800",".338","11609"
"Javier Baez","Cubs","154","673","624","171","33","4","34","95","100","36","177","16","5",".274",".318",".503",".821",".338","12979"
"David Peralta","Diamondbacks","138","595","535","149","28","5","20","78","76","50","113","3","1",".278",".343",".460",".804",".337","2136"
"Franmil Reyes","Indians","136","586","525","133","25","1","32","77","93","54","160","1","0",".254",".324",".488",".812",".337","14566"
"Derek Dietrich","Reds","36","74","65","16","3","0","3","10","10","6","18","0","0",".248",".339",".459",".798",".337","10542"
"A.J. Pollock","Dodgers","89","353","319","84","18","2","16","51","49","27","72","8","2",".264",".327",".476",".803",".336","9256"
"Bryan Reynolds","Pirates","149","639","574","160","35","4","18","79","78","54","143","5","2",".279",".346",".445",".791",".335","19326"
"Matt Carpenter","Cardinals","123","532","447","105","25","2","21","66","68","75","131","3","1",".235",".349",".439",".788",".335","8090"
"DJ LeMahieu","Yankees","154","663","601","176","27","3","18","87","73","52","98","6","3",".292",".350",".435",".786",".335","9874"
"Marcus Semien","Athletics","156","661","585","154","32","3","24","88","76","67","110","11","4",".262",".339",".453",".792",".335","12533"
"Eduardo Escobar","Diamondbacks","152","658","598","160","35","6","28","85","93","49","122","4","1",".268",".324",".483",".808",".335","6153"
"Bo Bichette","Blue Jays","146","618","564","157","38","3","19","84","70","45","134","17","5",".278",".334",".460",".794",".334","19612"
"Aaron Hicks","Yankees","16","70","60","14","3","0","3","10","8","9","16","1","0",".241",".342",".444",".785",".334","5297"
"Mitch Haniger","Mariners","78","325","285","71","14","1","15","40","42","32","81","3","1",".249",".333",".458",".791",".334","14274"
"Andrew Benintendi","Red Sox","149","641","561","150","38","4","16","87","70","67","121","12","4",".267",".348",".437",".785",".333","17901"
"Brandon Nimmo","Mets","118","511","428","103","21","3","16","68","52","70","135","6","2",".240",".358",".414",".771",".333","12927"
"Domingo Santana","Indians","87","377","329","84","17","1","14","50","48","41","118","5","2",".255",".342",".440",".783",".333","10348"
"Justin Upton","Angels","144","619","541","129","24","1","32","85","84","68","183","6","2",".239",".329",".461",".791",".333","5222"
"Alex Verdugo","Red Sox","125","536","486","137","34","2","14","69","64","43","75","5","2",".283",".343",".445",".788",".333","17027"
"Hanley Ramirez","","37","161","144","37","7","0","8","21","22","14","36","1","0",".255",".328",".465",".792",".332","8001"
"Jung Ho Kang","","11","49","44","11","2","0","3","6","7","4","14","0","0",".243",".322",".469",".791",".332","17182"
"Paul DeJong","Cardinals","154","666","597","152","33","2","31","84","95","52","156","6","2",".254",".323",".472",".794",".332","18015"
"Jordan Luplow","Indians","68","293","257","64","15","1","11","38","38","31","66","4","1",".251",".336",".452",".788",".332","16424"
"Jorge Polanco","Twins","152","658","590","163","35","5","18","87","75","54","108","8","3",".277",".339",".447",".785",".332","13152"
"Justin Smoak","Brewers","117","468","396","92","17","1","21","58","64","65","108","0","0",".231",".342",".437",".779",".332","9054"
"Eddie Rosario","Twins","146","630","587","163","32","4","28","83","90","33","100","6","2",".277",".314",".489",".803",".331","12155"
"Ji-Man Choi","Rays","107","455","391","97","20","1","17","56","54","56","106","2","1",".247",".345",".433",".778",".331","5452"
"C.J. Cron","Tigers","128","538","488","126","24","2","25","66","75","35","116","2","1",".259",".320",".472",".793",".331","12546"
"Luis Arraez","Twins","130","560","505","155","32","3","4","69","56","44","51","4","2",".308",".363",".408",".771",".331","18568"
"Miguel Andujar","Yankees","110","475","440","121","26","2","20","61","63","26","80","2","1",".275",".319",".476",".796",".331","15878"
"Omar Narvaez","Brewers","91","361","316","84","12","1","12","43","44","38","65","0","0",".267",".348",".426",".774",".331","13338"
"Hunter Renfroe","Rays","123","524","474","113","23","1","33","68","82","41","148","3","1",".239",".303",".498",".801",".330","15464"
"Nick Senzel","Reds","110","418","377","100","24","3","13","58","48","34","102","12","3",".266",".330",".450",".780",".329","19293"
"Steven Souza Jr.","Cubs","112","368","319","77","15","1","15","50","46","41","104","7","2",".240",".334",".439",".773",".329","5667"
"Ryan McMahon","Rockies","131","570","511","131","31","3","21","75","76","51","162","5","2",".257",".328",".455",".783",".329","15112"
"Ryan Braun","Brewers","109","473","428","113","23","2","19","62","63","35","97","10","3",".265",".325",".460",".785",".329","3410"
"Jose Martinez","Rays","57","241","216","59","10","1","7","29","27","22","49","1","0",".274",".342",".425",".767",".327","7996"
"Brian Dozier","","65","280","244","57","12","1","13","37","37","31","64","3","1",".233",".325",".450",".775",".327","9810"
"Avisail Garcia","Brewers","115","481","440","118","20","2","19","61","64","31","114","6","2",".268",".325",".453",".778",".327","5760"
"Starlin Castro","Nationals","122","531","495","140","25","1","19","64","75","29","89","3","1",".284",".325",".453",".778",".326","4579"
"Khris Davis","Athletics","147","626","554","129","23","1","35","80","90","60","173","1","0",".232",".313",".470",".782",".326","9112"
"Nathaniel Lowe","Rays","13","55","49","12","3","0","2","7","7","6","13","0","0",".255",".337",".429",".766",".326","19566"
"Brandon Belt","Giants","126","538","461","112","26","3","16","64","62","68","117","4","1",".242",".343",".419",".762",".325","10264"
"Asdrubal Cabrera","Nationals","86","303","271","70","15","1","11","37","42","26","61","1","0",".258",".326",".447",".773",".325","4962"
"Daniel Vogelbach","Mariners","91","379","320","72","13","0","17","43","48","53","94","0","0",".226",".338",".423",".762",".325","14130"
"Christian Walker","Diamondbacks","125","539","481","118","26","2","24","69","75","48","142","4","1",".246",".320",".458",".778",".325","13419"
"Brandon Lowe","Rays","134","572","509","125","28","3","24","72","72","53","165","6","2",".245",".321",".450",".772",".325","18882"
"Keston Hiura","Brewers","144","629","571","147","32","3","25","81","84","43","183","11","3",".258",".320",".456",".776",".325","20003"
"Nomar Mazara","White Sox","120","510","459","117","23","1","22","63","68","41","110","2","1",".256",".322",".455",".777",".325","14553"
"Yandy Diaz","Rays","125","531","464","124","21","2","12","64","53","59","100","3","1",".268",".352",".403",".754",".325","16578"
"Shin-Soo Choo","Rangers","146","617","527","128","25","2","19","76","62","73","152","6","2",".244",".346",".405",".751",".325","3174"
"Salvador Perez","Royals","136","533","496","128","25","2","28","63","82","24","105","1","0",".258",".300",".486",".786",".325","7304"
"J.D. Davis","Mets","118","511","462","120","24","1","21","63","66","41","123","2","1",".259",".324",".448",".772",".325","16219"
"Victor Robles","Nationals","156","680","608","162","34","5","19","94","74","42","143","31","7",".266",".333",".432",".766",".324","18363"
"Kurt Suzuki","Nationals","78","311","282","74","14","0","13","37","45","19","40","1","0",".262",".320",".452",".772",".324","8259"
"Chris Taylor","Dodgers","87","284","255","66","15","2","9","39","33","25","75","5","2",".259",".329",".435",".765",".324","13757"
"Lorenzo Cain","Brewers","141","614","549","152","29","3","11","78","62","54","105","19","5",".277",".348",".401",".749",".323","9077"
"Wil Myers","Padres","102","361","320","77","16","1","15","48","44","37","104","12","3",".242",".324",".439",".763",".323","10047"
"Jake Lamb","Diamondbacks","73","235","203","48","10","2","9","30","29","28","59","2","1",".236",".332",".431",".763",".323","13329"
"Ryan Zimmerman","Nationals","89","288","261","68","14","1","11","35","40","23","59","1","0",".259",".322",".444",".765",".323","4220"
"Yuli Gurriel","Astros","149","649","604","168","38","2","21","83","85","33","79","5","2",".278",".320",".450",".770",".323","19198"
"Cavan Biggio","Blue Jays","138","584","493","112","25","3","20","75","62","79","167","10","3",".228",".339",".411",".750",".322","19252"
"Whit Merrifield","Royals","156","654","600","168","38","5","14","84","69","44","109","22","7",".281",".333",".429",".761",".322","11281"
"Ian Desmond","Rockies","97","302","274","72","13","2","11","41","37","22","72","7","2",".263",".322",".441",".763",".322","6885"
"Kole Calhoun","Diamondbacks","134","581","509","125","24","3","22","72","74","61","127","4","1",".245",".330",".431",".761",".322","11200"
"Hunter Dozier","Royals","149","627","564","141","34","4","23","77","79","55","167","4","1",".250",".318",".447",".765",".321","15117"
"Randal Grichuk","Blue Jays","130","549","504","121","28","3","29","70","78","36","144","3","1",".240",".296",".480",".776",".321","10243"
"Brian Anderson","Marlins","154","655","582","149","31","2","20","74","77","56","139","4","1",".257",".332",".421",".753",".321","18289"
"Dexter Fowler","Cardinals","126","546","469","112","22","4","16","68","58","67","131","8","2",".238",".339",".405",".743",".320","4062"
"Miguel Cabrera","Tigers","138","579","515","139","27","1","15","64","65","55","111","1","0",".269",".341",".412",".753",".320","1744"
"Jay Bruce","Phillies","89","246","221","52","11","1","13","31","37","21","59","1","0",".233",".301",".472",".773",".320","9892"
"Greg Bird","","19","82","72","16","4","0","4","10","10","9","22","0","0",".227",".320",".439",".759",".320","14131"
"Cesar Hernandez","Indians","133","572","511","141","22","5","10","71","57","53","98","8","3",".276",".347",".396",".743",".320","10556"
"Nick Solak","Rangers","109","459","411","106","18","2","15","56","50","38","108","5","2",".258",".328",".422",".750",".320","19294"
"Garrett Cooper","Marlins","102","395","358","94","19","1","12","43","48","30","95","1","0",".264",".327",".425",".752",".319","15279"
"Didi Gregorius","Phillies","141","611","561","146","26","3","25","75","82","38","88","7","2",".261",".312",".454",".765",".319","6012"
"Ramon Laureano","Athletics","141","599","540","133","29","3","23","79","69","45","163","14","3",".247",".314",".443",".757",".319","17128"
"Wilmer Flores","Giants","105","350","322","88","17","1","11","38","45","21","41","1","0",".274",".323",".433",".756",".319","5827"
"Trent Grisham","Padres","118","511","443","107","23","4","15","63","55","58","115","9","3",".243",".334",".412",".746",".319","18564"
"Corey Dickerson","Marlins","118","503","466","125","27","4","17","56","65","30","99","4","2",".268",".315",".451",".766",".319","10762"
"Robinson Cano","Mets","128","553","504","134","29","1","18","63","70","40","89","0","0",".266",".323",".436",".759",".318","3269"
"Travis Shaw","Blue Jays","107","453","394","89","18","1","21","55","58","52","115","3","1",".226",".320",".435",".755",".318","11982"
"Gregory Polanco","Pirates","130","556","494","120","27","2","21","68","73","54","126","9","2",".243",".320",".437",".757",".318","12907"
"Gavin Lux","Dodgers","130","573","517","135","27","4","16","76","66","49","127","9","3",".261",".325",".423",".749",".317","19955"
"Willie Calhoun","Rangers","130","548","497","125","26","1","22","62","67","42","83","2","0",".251",".313",".444",".757",".317","17838"
"Renato Nunez","Orioles","143","594","538","130","25","1","29","71","77","44","149","1","0",".241",".306",".452",".757",".317","14503"
"Tim Anderson","White Sox","152","648","614","173","31","3","20","85","76","25","145","20","5",".281",".312",".443",".755",".317","15172"
"Stephen Vogt","Diamondbacks","86","274","247","62","14","2","10","33","35","22","55","2","1",".251",".314",".444",".757",".317","5000"
"Enrique Hernandez","Dodgers","89","271","242","59","12","1","11","35","35","25","54","1","0",".245",".317",".438",".754",".317","10472"
"Nick Markakis","Braves","99","330","292","80","17","1","5","38","35","32","44","0","0",".275",".348",".390",".738",".317","5930"
"Robinson Chirinos","Rangers","92","357","308","68","14","1","16","43","42","37","105","1","0",".220",".320",".421",".742",".317","3142"
"Austin Riley","Braves","58","254","233","57","12","1","12","31","38","17","79","1","0",".245",".301",".462",".764",".317","18360"
"Stephen Piscotty","Athletics","104","440","394","98","21","1","16","53","52","37","91","2","1",".248",".320",".426",".746",".317","13367"
"Logan Morrison","","2","7","6","1","0","0","0","1","1","1","2","0","0",".228",".314",".435",".749",".317","9205"
"Mitch Moreland","Red Sox","110","474","420","100","22","1","19","59","61","46","105","1","0",".239",".318",".432",".749",".316","3086"
"Aristides Aquino","Reds","99","389","358","85","18","2","21","52","56","25","113","6","1",".237",".292",".475",".767",".316","15482"
"Scooter Gennett","","60","259","239","63","13","1","9","30","33","16","60","1","0",".262",".312",".443",".755",".316","10339"
"Alex Avila","Twins","55","218","181","39","7","0","8","28","26","34","75","0","0",".213",".341",".395",".735",".316","7476"
"Jonathan Schoop","Tigers","136","572","533","137","27","1","25","66","77","27","129","2","1",".257",".302",".455",".756",".316","11265"
"Travis d'Arnaud","Braves","91","363","330","83","16","1","14","44","47","28","73","1","0",".253",".315",".434",".748",".316","7739"
"Brad Miller","Cardinals","49","130","115","27","5","1","6","16","17","13","36","1","0",".233",".314",".436",".750",".316","12775"
"Will Smith","Dodgers","105","426","376","86","18","1","20","55","58","39","113","3","1",".228",".311",".437",".748",".316","19197"
"Marwin Gonzalez","Twins","75","322","290","75","15","1","10","40","38","25","68","2","1",".260",".324",".420",".744",".316","5497"
"Tyler O'Neill","Cardinals","115","457","414","98","20","2","22","57","65","36","150","4","1",".237",".303",".454",".756",".316","15711"
"Ty France","Padres","37","81","73","18","4","0","3","9","10","5","16","0","0",".253",".323",".418",".740",".315","17982"
"Lourdes Gurriel Jr.","Blue Jays","139","590","548","141","28","2","25","73","75","30","137","7","2",".258",".303",".452",".754",".315","19238"
"Jesus Aguilar","Marlins","97","413","365","87","16","0","17","45","56","39","100","0","0",".238",".317",".428",".745",".315","11342"
"Dansby Swanson","Braves","146","635","568","146","31","3","19","79","74","56","138","11","4",".256",".326",".422",".748",".315","18314"
"Neil Walker","","52","124","110","27","5","0","4","14","15","13","26","0","0",".247",".327",".412",".739",".315","7539"
"Adam Frazier","Pirates","130","556","501","137","29","4","9","64","58","42","73","8","3",".274",".336",".400",".736",".315","15223"
"Buster Posey","Giants","125","491","438","120","21","1","9","53","54","44","70","2","1",".274",".343",".389",".732",".315","9166"
"Todd Frazier","Rangers","122","514","453","105","20","1","22","61","61","49","111","5","2",".231",".315",".426",".741",".315","785"
"Tommy La Stella","Angels","102","438","394","103","18","1","13","51","51","35","57","0","0",".261",".325",".413",".738",".314","12371"
"Rowdy Tellez","Blue Jays","58","247","223","54","12","0","11","29","32","20","63","1","0",".241",".309",".441",".750",".314","15679"
"Carson Kelly","Diamondbacks","107","422","371","90","19","1","15","48","54","43","86","0","0",".242",".325",".419",".745",".313","13620"
"Isaac Paredes","Tigers","23","95","86","22","5","0","2","10","10","7","13","0","0",".261",".328",".404",".733",".313","sa920275"
"Jean Segura","Phillies","143","618","573","163","27","3","13","76","66","31","76","17","5",".284",".328",".407",".734",".313","5933"
"Ben Zobrist","","37","161","141","35","8","1","3","19","16","18","25","1","0",".251",".335",".389",".724",".313","7435"
"Kolten Wong","Cardinals","141","609","535","138","26","4","13","74","58","50","94","17","5",".259",".337",".393",".730",".313","12532"
"Brendan Rodgers","Rockies","11","49","45","12","3","0","1","6","6","3","11","0","0",".266",".316",".424",".740",".312","17907"
"Eric Hosmer","Padres","146","631","572","150","25","2","19","71","75","52","132","4","1",".263",".325",".410",".735",".312","3516"
"Kyle Tucker","Astros","99","431","388","94","21","2","17","59","54","35","107","12","3",".241",".309",".435",".744",".312","18345"
"Yoshitomo Tsutsugo","","105","448","390","87","20","1","18","52","55","53","134","0","0",".224",".319",".414",".733",".312","27459"
"Kevin Cron","Diamondbacks","13","36","32","8","2","0","2","4","5","3","10","0","0",".232",".301",".448",".750",".312","16211"
"Willy Adames","Rays","147","627","563","142","28","3","19","75","68","55","167","6","2",".252",".320",".414",".734",".312","15986"
"Jurickson Profar","Padres","130","561","496","120","26","2","17","65","64","51","82","8","2",".242",".322",".408",".730",".312","10815"
"Jason Heyward","Cubs","122","532","469","118","21","2","13","63","55","54","89","5","2",".252",".333",".392",".725",".312","4940"
"Jackie Bradley Jr.","Red Sox","138","592","520","121","29","3","20","77","67","57","153","9","3",".232",".319",".414",".733",".311","12984"
"Alex Dickerson","Giants","115","451","405","103","25","3","12","50","53","35","89","2","1",".253",".320",".418",".739",".311","12649"
"Mike Ford","Yankees","42","181","159","37","7","0","7","21","22","19","37","0","0",".230",".317",".418",".735",".311","15585"
"Josh VanMeter","Reds","18","57","51","12","3","0","2","7","6","5","13","1","0",".244",".318",".416",".734",".311","15170"
"Josh Rojas","Diamondbacks","18","77","69","17","4","1","2","10","8","7","15","2","1",".251",".322",".408",".730",".311","19734"
"Teoscar Hernandez","Blue Jays","118","501","450","102","22","2","23","64","64","44","156","7","2",".227",".300",".443",".742",".311","13066"
"Devon Travis","","21","91","85","22","5","0","3","11","11","5","17","1","0",".266",".310",".426",".737",".311","13862"
"Tyler Flowers","Braves","66","264","231","54","9","1","9","32","32","24","80","0","0",".232",".324",".398",".722",".311","9134"
"Aledmys Diaz","Astros","31","134","122","31","7","0","4","17","17","9","21","1","0",".255",".312",".424",".737",".311","15937"
"Evan Longoria","Giants","125","532","483","122","25","2","18","60","68","38","109","3","1",".253",".311",".426",".737",".310","9368"
"Raimel Tapia","Rockies","89","307","285","79","17","3","6","39","33","17","63","7","2",".277",".318",".417",".735",".310","14350"
"Josh Naylor","Padres","55","178","161","41","9","1","5","20","21","15","31","1","0",".257",".324",".407",".731",".310","18839"
"Kyle Seager","Mariners","141","588","526","124","26","2","24","62","75","51","118","3","1",".237",".309",".428",".737",".310","9785"
"Bradley Zimmer","Indians","8","35","31","7","2","0","1","5","4","3","11","1","0",".232",".316",".409",".725",".310","16221"
"Garrett Hampson","Rockies","96","315","286","76","15","4","6","42","30","23","68","13","3",".267",".323",".405",".728",".310","19262"
"Jake Bauers","Indians","49","209","183","43","10","1","6","26","23","23","51","4","1",".236",".323",".400",".723",".310","15194"
"Tim Beckham","","53","231","212","52","10","1","9","29","29","16","66","2","1",".245",".301",".434",".736",".310","7949"
"Matt Joyce","Marlins","96","288","246","56","12","1","8","31","31","38","61","1","0",".228",".333",".383",".716",".310","3353"
"Brett Gardner","Yankees","118","509","448","108","20","4","14","66","48","51","100","9","2",".242",".324",".397",".721",".310","9927"
"Michael Brosseau","Rays","21","90","81","20","5","0","3","10","10","6","20","1","0",".252",".314",".416",".730",".310","19683"
"Adam Duvall","Braves","60","160","145","33","7","1","8","20","23","12","42","1","0",".229",".296",".449",".745",".310","10950"
"Ian Happ","Cubs","102","447","390","89","18","2","16","55","52","51","139","6","2",".227",".319",".409",".728",".310","17919"
"Eric Sogard","Brewers","81","333","293","75","14","1","7","38","33","34","52","4","1",".254",".334",".383",".718",".310","7927"
"Alex Kirilloff","Twins","5","21","19","5","1","0","1","3","2","1","4","0","0",".268",".316",".417",".734",".310","sa917929"
